key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
Q_How old are you,How old are you,Quantos anos você tem,¿Cuantos años tienes?,Quantos anos você tem,Wiie alt bist du,Quel âge avez-vous,Quanti anni hai,Kolik je Vám let,Ile masz lat,Сколько тебе лет,あなたは何歳ですか,몇 살이야,Kaç yaşındasın?,你多大了,你多大了,Hoe oud ben jij,Πόσο χρονών είσαι,Hvor gammel er du,Cati ani ai,Hur gammal är du,Скільки тобі років,На колко години си,Hvor gammel er du,Kuinka vanha olet,Hány éves vagy
Q_How young are you,How young are you,O quão jovem você é,¿Como de joven eres?,O quão jovem você é,Wie jung bist du,Quel âge as tu,Quanto sei giovane,Jak jsi mladý,Jak młody jesteś,Ты юный,お幾つですか,나이를 알려줘,Genç misin?,你有多年轻,你有多年輕,Hoe jong bent u,Πόσο νέος είσαι,Hvor ung er du,Cat de tanar esti,Hur ung är du,Якими молодими ви,Как млад сте,Hvor ung er du,Kuinka nuori olet,Mennyire vagy fiatal
Q_What is your age,What is your age,Qual é a sua idade,¿Cuál es tu edad?,Qual é a sua idade,Was ist dein Alter,Quel âge avez-vous,Quanti anni hai,Jaký je váš věk,Ile masz lat,Сколько тебе,あなたは何歳ですか,나이가 어떻게 돼,Kaç yaşındasın?,贵庚,貴庚,Hoe oud ben jij,Ποια είναι η ηλικία σου,Hvor gammel er du,Ce vârstă ai,Hur gammal är du,Скільки тобі років,На колко години си,Hvor gammel er du,Minkä ikäinen olet,Hány éves vagy
Q_When were you born,When were you born,Quando você nasceu,¿Cuándo naciste?,Quando você nasceu,Wann wurdest du geboren,Quand es-tu né,Quando sei nato,Kdy ses narodil,Kiedy się urodziłeś,Когда ты родился,生年月日は何ですか,언제 태어났어,Kaç yılında doğdun?,你是什​​么时候出生的,你是什​​麼時候出生的,Wanneer ben jij geboren,Πότε γεννήθηκες,Når ble du født,Atunci când te-ai născut,När föddes du,Де ти народився,Кога си роден,Hvornår er du født,Milloin synnyit,Mikor születtél
Q_Are you a child,Are you a child,Você é uma criança,¿Eres un niño?,Você é um filho,Bist du ein Kind,Êtes-vous un enfant,Sei un bambino,Jste dítě,Czy jesteś dzieckiem,Ты ребёнок,あなたは子供です,어린 아이야,Çocuk musun?,你是小孩吗,你是小孩嗎,Ben je een kind,Είσαι ένα παιδί,Er du et barn,Ești un copil,Är du ett barn,ви дитина,Вие сте дете,Er du et barn,Oletko lapsi,Ön egy gyermek
Q_Are you old,Are you old,Você é velho,¿Eres viejo?,Você é velho,Bist du alt,Es-tu vieux,Sei vecchio,Vy jste starý,Jesteś stary,Ты старик,あなたは古いです,나이가 많아,Yaşlı mısın,你是老人吗,你是老人嗎,Ben je oud,Είστε παλιά,Er du gammel,Esti batran,Är du gammal,ви старий,Вие сте стар,Er du gammel,Oletko vanha,Öreg vagy
Q_Are you young,Are you young,Você é jovem,¿Eres joven?,É você jovens,Bist du jung,Es tu jeune,Sei giovane,Jste mladý,Czy jesteś młody,Ты молод,あなたは若いです,나이가 어려,Genç misin,你是年轻人吗,你是年輕人嗎,Ben je jong,Είστε νέοι,Er du ung,Ești tânăr,Är du ung,ви молоді,Вие сте млад,Er du ung,Oletko nuori,Ön fiatal
Q_What is your location,What is your location,Qual é a sua localização,¿Dónde estás?,Qual é a sua localização,Wo bist du,Quel est votre emplacement,Qual è la vostra posizione,Jaká je vaše poloha,Jaka jest Twoja lokalizacja,Где ты находишься,場所はどこですか,어디 있어,Konumun nedir,你在什么位置,你在什麼位置,Waar ben je,Ποια είναι η θέση σας,Hva er din posisjon,Care este locația dvs.,Vad är din plats,Яке Ваше місце розташування,Какво е вашето местоположение,Hvad er din placering,Missä olet,Mi a helyét
Q_What is your gender,What is your gender,Qual é o seu sexo,¿Cuál es su genero?,Qual é o seu sexo,Was ist dein Geschlecht,Quel est votre sexe,Qual è il tuo sesso,Jakého jste pohlaví,Jaka jest twoja płeć,Какого ты пола,あなたの性別は何ですか,성별이 뭐야,Cinsiyetin ne,你的性别是什么,你的性別是什麼,Wat is je geslacht,Ποιο είναι το φύλο σου,Hva er ditt kjønn,Care este sexul tău,Vad är ditt kön,Ваш пол,Какъв е вашият пол,Hvad er dit køn,Mikä on sukupuolesi,Mi a nemed
Q_What gender,What gender,Qual gênero,¿De que género? ,o sexo,Welches Geschlecht,Quel genre,Che sesso,co se pohlaví,Co płci,Какого пола,どのような性別,무슨 성별이야,Ne cinsiyet,男的女的,男的女的,welk geslacht,Τι φύλο,Hva kjønn,Ce gen,vad kön,що підлогу,Какво пол,Hvad køn,Mikä sukupuoli,Mi a nemi
Q_Are you male or female,Are you male or female,Você é homem ou mulher,¿Es usted hombre o una mujer?,Você é homem ou mulher,Bist du männlich oder weiblich,Etes vous un homme ou une femme,Sei maschio o femmina,Jste muž nebo žena,Jesteś mężczyzną czy kobietą,Ты мужчина или женщина,男性ですか、女性ですか,남자야 여자야,Kadın mısın erkek mi,你是男的还是女的,你是男的還是女的,Ben je mannelijk of vrouwelijk,Εισαι Ανδρας η ΓΥΝΑΙΚΑ,Er du mann eller kvinne,Esti barbat sau femeie,Är du man eller kvinna,Ви чоловік чи жінка,Вие сте мъж или жена,Er du mand eller kvinde,Oletko mies vai nainen,Férfi vagy nő vagy
Q_Are you a man,Are you a man,Você é um homem,¿Eres un hombre?,Você é um homem,Bist du ein Mann,Est tu un homme,Sei un uomo,Jsi muž,Jesteś mężczyzną,Ты парень,あなたは男ですか,남성이야,Erkek misin,你是男人吗,你是男人嗎,Ben jij een man,Εισαι αντρας,Er du en mann,Esti barbat,Är du en man,ви людина,Мъж ли си,Er du en mand,Oletko mies,Férfi vagy
Q_Are you a woman,Are you a woman,Você é uma mulher,¿Eres una mujer?,Você é uma mulher,Bist du eine Frau,Êtes-vous une femme,Sei una donna,Jsi žena,Czy jesteś kobietą,Ты девушка,あなたは女性ですか,여성이야,Kadın mısın,你是女人吗,你是女人嗎,Ben je een vrouw,Είσαι γυναίκα,Er du en kvinne,Ești femeie,Är du en kvinna,ви жінка,Ти жена ли си,Er du en kvinde,Oletko nainen,Nő vagy
Experience_Title,Contract Experience,Experiência do contrato,Contrato de experiencia,Experiência contrato,Vertragserfahrung,Expérience du contrat,Esperienza contratto,smlouva Experience,umowa Doświadczenie,Опыт,契約の経験,경험치,Kontrat Deneyimi,合约经验,合約經驗,contract Experience,συμβόλαιο Εμπειρία,Kontrakts Experience,Contract Experiență,Kontrakts Experience,досвід контракту,договор Experience,Kontrakt Experience,Sopimuksen Kokemus,szerződés Tapasztalat
Experience_Congrats,"Congratulations, you are now level ","Parabéns, agora você está no nível","Felicidades, has subido de nivel","Parabéns, você está agora no nível","Herzlichen Glückwunsch, du bist jetzt Level ","Félicitations, vous êtes maintenant au niveau","Congratulazioni, ora sei di livello","Gratulujeme, jste nyní na úrovni","Gratulacje, jesteś teraz poziom","Поздравляем, вы перешли на уровень",おめでとう、あなたは今のレベルです,축하합니다. 당신의 레벨은,"Tebrikler, seviye yükseldiniz. Şuanki seviyeniz:",恭喜你，现在你的等级升到了,恭喜你，現在你的等級升到了,"Gefeliciteerd, je bent nu level","Συγχαρητήρια, είστε τώρα επίπεδο","Gratulerer, du er nå level","Felicitări, sunteți acum la nivelul","Grattis, du är nu nivå","Вітаю, ви тепер рівень","Поздравления, вече са на едно ниво","Tillykke, du er nu niveau","Onneksi olkoon, olet nyt tasolla","Gratulálunk, Ön most szinten"
Experience_Gained,Experience Gained: ,Experiência ganha:,Experiencia ganada:,Experiência ganha:,Erfahrung erhalten: ,Expérience acquise:,Esperienza aquisita:,Zkušenosti získané:,Zdobyte doświadczenie:,Получено опыта:,経験が得：,획득한 경험치:,Kazanılan tecrübe:,获得经验：,獲得經驗：,Ervaring opgedaan:,Η εμπειρία που αποκτήθηκε:,Lærdom:,Experiență câștigată:,Erfarenheterna:,досвід:,"Опитът, придобит:",Erfaringerne:,Saatu kokemus: ,Szerzett tapasztalatok:
Experience_Level,Level,Nível,Nivel,Nível,Level,Niveau,Livello,Úroveň,Poziom,Уровень,レベル,레벨,Seviye,等级,等級,Niveau,Επίπεδο,Nivå,Nivel,Nivå,рівень,ниво,Niveau,Taso,Szint
Experience_Required,Required Level ,Nível requerido,Nivel requerido ,Nível requerido,Benötigtes Level,Niveau requis,Livello richiesto,požadovaná úroveň,Wymagany poziom,Требуется уровень ,要求レベル,요구 레벨,Gereken seviye,等级要求,等級要求,Vereist niveau,Απαιτείται Επίπεδο,Nødvendig nivå,Nivelul necesar,Nödvändig nivå,необхідний рівень,необходимото ниво,krævede niveau,Vaadittu taso: ,Szükséges szint
Experience_Unlocked,Unlocked: ,Desbloqueado:,Desbloqueado:,desbloqueado:,Freigeschaltet: ,débloqué:,Sbloccato:,Odemčený:,odblokowany:,Открыто:,ロックを解除：,잠금 해제:,Kilitli:,解锁：,解鎖：,Unlocked:,Ακλείδωτος:,ulåst:,deblocat:,Upplåst:,розблокована:,след:,Ulåst:,Avattu:,Kártyafüggetlen:
Experience_Medium,Medium Sized Maps,Mapas de tamanho médio,Mapas medios,Médias Mapas Sized,Mittlere Karten,Cartes de taille moyenne,Mappe di medie dimensioni,Středně velké Maps,Średnich Maps,Средние карты,ミディアムサイズの地図,중간 크기의 맵,Orta Ölçekli Haritalar,中型地图,中型地圖,Medium Sized Maps,Μεσαίες Χάρτες,Mellomstore Maps,Hărți mijlocii,Medelstora kartor,середньогабаритних Карти,Средни Maps,Mellemstore Maps,Keskikokoiset Kartat,Közepes Maps
Experience_Large,Large Sized Maps,Mapas de tamanho Grande,Mapas grandes,Grandes mapas Sized,Große Karten,Cartes de grande taille,Mappe di grandi dimensioni,Velké rozloze Maps,Wielkowymiarowe Mapy,Большие карты,大型の地図,큰 크기의 맵,Büyük Ölçekli Haritalar,大型地图,大型地圖,Large Sized Maps,Μεγάλες Χάρτες,Store og større Maps,Hărți de dimensiuni mari,Stora kartor,великогабаритні Карти,Големи размери Maps,Stor størrelse Maps,Suuret Kartat,Nagy méretű Maps
Experience_Intermediate,Intermediate Difficulty,Dificuldade intermediária,Dificultad intermedia,Dificuldade intermediário,Mittlere Schwierigkeit,Difficulté intermédiaire,Difficoltà Intermedia,Intermediate Obtížnost,Trudność pośredni,Сложность: Средняя,中級難易度,중급자 난이도,Orta Zorluk,中等难度,中等難度,Intermediate Moeilijkheid,ενδιάμεσο Δυσκολία,Mellom Vanskelighetsgrad,Intermediarul Dificultate,Mellan Svårighetsgrad,Intermediate Рівень складності,Междинно Трудност,Intermediate Sværhedsgrad,Keskitasoinen Vaikeus,Köztes nehézség
Experience_Professional,Professional Difficulty,Dificuldade profissional,Dificultad profesional,Dificuldade profissional,Professionelle Schwierugkeit,Difficulté professionnelle,Difficoltà professionale,profesionální Obtížnost,Profesjonalne trudności,Сложность: Профессионал,プロフェッショナル難しさ,전문가 난이도,Profesyonel Zorluk,专家难度,專家難度,Professional Moeilijkheid,επαγγελματική Δυσκολία,profesjonell Vanskelighetsgrad,Dificultate profesional,professionell Svårighetsgrad,професійні складності,Професионална Трудност,Professionel Sværhedsgrad,Ammattilainen Vaikeus,szakmai Nehézségi
Training_Slide1,"Welcome to the Ghost Hunters Training Guide. This guide will show you how to become a professional Ghost Hunter.

Use the TV Remote to go to the next slide.","Bem-vindo ao guia de treinamento dos Caçadores de Fantasmas. Este guia irá mostrar-lhe como se tornar um caçador de fantasmas profissional.

Utilize o controle remoto para ir ao próximo slide.","""Bienvenido a la guía de entrenamiento para cazafantasmas. Esta guía te mostrará cómo llegar a ser un profesional cazando fantasmas.

Utiliza el mando de la TV para pasar a la siguiente diapositiva.","Bem-vindo aos Ghost Hunters guia de treinamento. Este guia irá mostrar-lhe como se tornar um profissional Ghost Hunter.

Utilizar a TV remoto para ir para o próximo slide.","Willkommen bei dem Geister-Jagd Training. Dieser Leitfaden wird euch zeigen, wie Ihr ein professioneller Geister Jäger werdet.

Verwende die TV-Fernbedienung um zur nächsten Folie zu gelangen.","Bienvenue dans le guide de formation des chasseurs de fantômes. Ce guide vous montrera comment devenir un chasseur de fantômes professionnel.

Utilisez la télécommande du téléviseur pour passer à la diapositive suivante.","Benvenuto all'addestramento sul paranormale. Questo corso ti mostrerà come diventare un cacciatore professionista.

Utilizza il telecomando per passare alla diapositiva successiva.","Vítejte na Ghost Hunters Training Guide. Tato příručka vám ukáže, jak se stát profesionálním duch Hunter.

Použijte dálkové ovládání televizoru pro přechod na další snímek.","Zapraszamy do Łowców Duchów Training Guide. Ten poradnik pokaże Ci, jak zostać profesjonalnym Ghost Hunter.

Użyj pilota od telewizora, aby przejść do następnego slajdu.","Добро пожаловать! Этот гайд поможет вам стать профессионалом своего дела.

Используйте пульт для переключения на следующий слайд.","ゴーストハンタートレーニングガイドへようこそ。このガイドでは、プロのゴーストハンターになるためにどのように表示されます。

次のスライドに移動するには、リモートテレビを使用してください。","튜토리얼에 오신 걸 환영합니다. 여기에선 당신이 유령 사냥 전문가가 될 수 있도록 도와줄 것입니다.

다음 슬라이드를 보려면 TV 리모컨을 누르세요.","""Hayalet Avcıları Eğitim Kılavuzuna hoş geldiniz. Bu kılavuz size nasıl profesyonel bir avcı olacağınızın adımlarını gösterecektir.

Bir sonraki slayta gitmek için kumandayı kullanın.""","欢迎来到猎鬼训练教程。本教程将教你如何成为一位专业的猎鬼达人。

请用电视遥控器切换到下一张幻灯片。","歡迎來到獵鬼訓練教程。本教程將教你如何成為一位專業的獵鬼達人。
 
 請用電視遙控器切換到下一張幻燈片。","Welkom op de Ghost Hunters Training Guide. Deze gids zal u tonen hoe je een professionele Ghost Hunter te worden.

Gebruik de TV Remote te gaan naar de volgende dia.","Καλώς ήρθατε στην Ghost Hunters Κατάρτισης Οδηγού. Αυτός ο οδηγός θα σας δείξει πώς να γίνει επαγγελματίας Ghost Hunter.

Χρησιμοποιήστε το τηλεχειριστήριο της τηλεόρασης για να μεταβείτε στην επόμενη διαφάνεια.","Velkommen til Ghost Hunters Training Guide. Denne guiden vil vise deg hvordan du blir en profesjonell Ghost Hunter.

Bruk TV-fjernkontrollen for å gå til neste lysbilde.","Bine ați venit la Ghost Hunters Ghidul de formare. Acest ghid vă va arăta cum să devină un profesionist fantomă Hunter.

Utilizați telecomanda televizorului pentru a merge la urmatorul slide.","Välkommen till Ghost Hunters Training Guide. Denna guide kommer att visa dig hur du blir en professionell Ghost Hunter.

Använd TV: ns fjärrkontroll för att gå till nästa bild.","Ласкаво просимо в Ghost Hunters Навчальний посібник. Це керівництво покаже вам, як стати професійним Ghost Hunter.

Використовуйте телевізор Remote, щоб перейти до наступного слайду.","Добре дошли в Ghost Ловците Ръководство за обучение. Това ръководство ще ви покаже как да стане професионален Ghost Hunter.

Използвайте дистанционното управление на телевизора, за да преминете към следващия слайд.","Velkommen til Ghost Hunters Træning Guide. Denne guide vil vise dig, hvordan du bliver en professionel Ghost Hunter.

Brug TV'ets fjernbetjening for at gå til det næste dias.","Tervetuloa Aavemetsästäjien Koulutus Oppaaseen. Tämä opas näyttää sinulle miten sinustakin voi tulla aaveiden metsästyksen ammattilainen.

Käytä TV-kaukosäädintä mennäksesi seuraavaan kuvaan.","Üdvözöljük a Ghost Hunters Képzési útmutató. Ez az útmutató megmutatja, hogyan lesz egy profi Ghost Hunter.

Használja a TV távirányító, hogy menjen a következő diára."
Training_Slide1.5,"On an investigation you will have around 5 minutes before the Ghost will anger and drop your sanity faster. Use this time to setup equipment and find the Ghost. 

For today though you don't have to worry about that.","Em uma investigação, você terá cerca de 5 minutos antes que a fúria do fantasma atinja sua sanidade mental mais rápido. Use esse tempo para instalar equipamentos e encontrar o fantasma.
Por hoje você não precisa se preocupar com isso.","Una vez comiences la investigación tienes 5 minutos antes de que el Fantasma se enfade y merme tu Cordura rapidamente. Usa este tiempo sabiamente para colocar equipamiento y encontrar al Fantasma.

Esta vez no te tendrás que preocupar por el tiempo.","Em uma investigação, você terá cerca de 5 minutos antes de a raiva vontade Santo e soltar a sua sanidade mental mais rápido. Use esse tempo para equipamentos de instalação e encontrar o Santo.

Para hoje que você não precisa se preocupar com isso.","Bei einer Untersuchung hast etwa 5 Minuten Zeit bevor der Geist aggressiv wird und deine geistige Gesundheit rapide fällt. Nutze diese Zeit um dein Equipment aufzustellen und den Geist zu finden.

Heute allerdings musst du dir darum keine Sorgen machen.","Lors d'une enquête, vous aurez environ 5 minutes avant que le fantôme se mette en colère et que vous commenciez a perdre votre santé mentale plus rapidement. Utilisez ce temps pour configurer vos équipements et trouver le fantôme.

Pour aujourd'hui, vous n'avez pas à vous en soucier.","In un'indagine si avranno circa 5 minuti prima che la rabbia del fantasma aumenti ed esso abbassi la sanità mentale più velocemente. Utilizza questo tempo per formare una strategia e trovare il fantasma.

Per oggi non preoccuparti di cio'.","Na vyšetřování budete mít asi 5 minut před Duch hněvu a pusť vaše duševní zdraví rychleji. Využijte tento čas k nastavení zařízení a najít Ghost.

Pro dnešek i když nemusíte se starat o to.","Na dochodzenie będzie mieć około 5 minut przed Ghost gniewu i upuść swoje zdrowie psychiczne szybciej. Wykorzystaj ten czas do konfiguracji sprzętu i odnaleźć ducha.

Do dziś jednak nie musisz się o to martwić.","У вас будет около пяти минут перед тем как призрак разозлится и вы начнёте терять рассудок быстрее. Используйте это время чтобы расставить оборудование и найти призрака.

Впрочем, сегодня не беспокойтесь об этом.","調査では、あなたはゴースト意志の怒りの前に約5分を持っており、より速く、あなたの正気をドロップします。セットアップ機器にこの時間を使用してゴーストを見つけます。

今日のために、あなたはそのことについて心配する必要はありませんが。","의뢰를 시작하고 5분이 지나면 유령이 분노 상태에 돌입하고 정신력이 더 빠른 속도로 떨어집니다. 그 전에 장비를 설치하고 유령을 찾아내세요.

튜토리얼을 진행하는 동안에는 걱정하지 않아도 됩니다.","Bir araştırmada hayaletin öfkelenip akıl sağlığınızı daha hızlı düşürmesi için yaklaşık 5 dakikanız olacak. Bu zamanı ekipmanı kurmak ve hayaletin yerini bulmak için kullanın.

Bugün için endişelenmene gerek yok.","你将有大约5分钟的时间进行调查，倒计时结束后鬼魂会变得愤怒并使你的理智值下降。请好好利用这段时间安装设备并找到鬼魂。

但现在你不需要担心时间的问题。","你將有大約5分鐘的時間進行調查，倒計時結束後鬼魂會變得憤怒並使你的理智值下降。請好好利用這段時間安裝設備並找到鬼魂。
 
 但現在你不需要擔心時間的問題。","Op een onderzoek moet je ongeveer 5 minuten voor de Geest zal woede en drop je geestelijke gezondheid sneller. Gebruik deze tijd om setup apparatuur en vind de Geest.

Voor vandaag al heb je geen zorgen te maken over dat.","Στη έρευνας θα έχει περίπου 5 λεπτά πριν από το φάντασμα βούληση θυμό και την πτώση λογική σας πιο γρήγορα. Χρησιμοποιήστε αυτή τη φορά για τον εξοπλισμό ρύθμιση και να βρει το φάντασμα.

Για σήμερα, αν και δεν χρειάζεται να ανησυχείτε γι 'αυτό.","På en undersøkelse vil du ha rundt fem minutter før Ghost vilje sinne og slippe forstanden raskere. Bruk denne tiden til å sette opp utstyr og finne den ånd.

For i dag om du ikke trenger å bekymre deg for det.","Pe o investigație va avea aproximativ 5 minute înainte de Duhul va mânia și plasați nervi mai repede. Folosiți acest timp pentru echipament de configurare și de a găsi Duhul.

Pentru astăzi, deși nu trebuie să vă faceți griji despre asta.","På en utredning kommer du att ha cirka 5 minuter före Ghost kommer vrede och släppa ditt förnuft snabbare. Använd denna tid att installera utrustning och hitta Ghost.

För idag om du inte behöver oroa sig.","На слідстві ви будете мати близько 5 хвилин до разозліта Духа і падіння розсудливості швидше. Використовуйте цей час для установки обладнання і знайти Дух.

На сьогоднішній день, хоча ви не повинні турбуватися про це.","На разследване ще имате около 5 минути преди Ghost воля гнева и капка здрав разум по-бързо. Използвайте това време, за да настройката на оборудването и да намерите Дух.

За днес макар че не е нужно да се притеснявате за това.","På en undersøgelse vil du have omkring 5 minutter før Ghost vilje vrede og slip din tilregnelighed hurtigere. Brug denne tid til opsætning udstyr og finde Ghost.

For i dag, selvom du ikke behøver at bekymre sig om det.","Kun olet tutkimuksella, sinulla on noin viisi minuuttia aikaa ennen kuin aave suuttuu ja järkesi alkaa romahtamaan nopeammin. Käytä tämä aika asentamaan laitteesi ja löytämään aave.

Tänään kumminkaan sinun ei tarvitse huolehtia tästä.","A vizsgálat akkor körülbelül 5 percig, mielőtt a szellem akarata harag és dobja a józanság gyorsabb. Használja ezt az időt, hogy a telepítést gépek és megtalálják a Ghost.

Mert ma is ha nem kell aggódnia, hogy."
Training_Slide2,"Step 1: Setup a video camera inside the Ghosts room. Then head back to the Truck and watch the CCTV Monitor for a Ghost Orb. If you spot one write it on the last page of your Journal, if not then go to the next screen.","Etapa 1: instale uma câmera de vídeo dentro do cômodo do fantasma. Então volte para o caminhão e procure uma Orbe no monitor CCTV. Se você encontrar uma, escreva na última página do seu diário.","Paso 1: Coloque una Cámara de video en la habitación del Fantasma. Vuelve al camión y observa desde el monitor CCTV en busca de algunos Orbes. Si encuentras uno apúntalo como una prueba en la última pagina del Diario, si no encuentras ninguno, prosigue con tu investigación.","Passo 1: A instalação de uma câmara de vídeo no interior da sala a fantasmas. Então volte para o caminhão e ver o monitor CCTV para a Ghost Orb. Se você encontrar um escrevê-lo na última página de seu diário, se não, então vá para a próxima tela.","Schritt 1: Stellen Sie die Videokamera im Geisterraum auf. Begeben Sie sich zurück zum Truck und beobachten Sie den CCTV Monitor ob Sie einen Geisterorb sehen können. Falls ja, notieren Sie es auf der letzten Seite des Journals. Schalten Sie weiter.","Étape 1: installez une caméra vidéo en vision nocturne dans la salle du fantôme. Revenez ensuite au camion et regardez le moniteur de vidéosurveillance pour chercher une orbe fantomatique. Si vous en trouvez une, écrivez-le sur la dernière page de votre Journal, sinon passez à l'écran suivant.","Passo 1: Posiziona una videocamera all'interno della stanza del fantasma. Poi torna al Camion e guarda il monitor a circuito chiuso per un eventuale presenza di sfere di luce. Se se ne individua una scrivilo sull'ultima pagina del tuo Taccuino, se no, passa alla schermata successiva.","Krok 1: Instalační videokamera uvnitř místnosti duchové. Pak se vrátíme k autu a dívat se na CCTV monitoru k Ghost Orb. Všimnete-li si jeden psát na poslední straně Vašeho věstníku Evropské unie, pokud ne, tak přejít na další obrazovku.","Krok 1: Konfiguracja kamery wideo wewnątrz pomieszczenia duchów. Potem wracamy do samochodu i obserwować monitor CCTV do Ducha Orb. Jeśli zauważysz jeden zapisać go na ostatniej stronie swojego dziennika, jeśli nie a następnie przejść do następnego ekranu.","Шаг 1: Установите видеокамеру в комнате призрака. Затем возвращайтесь в фургон и проследите, видна ли на записи аура призрака в форме шара. Если заметите ауру, напишите об этом на последней странице журнала. Если нет, переходите к следующему слайду.",ステップ1：セットアップ幽霊の部屋の内部のビデオカメラ。その後、トラックに戻って頭とゴーストオーブのためにCCTVモニターを見て。あなたが見つけた場合、次の画面に行かない場合は、1つは、あなたの雑誌の最後のページにそれを書きます。,1단계: 유령이 있는 방에 비디오 카메라를 설치하세요. 그다음 작전 트럭으로 돌아가 CCTV 모니터에서 고스트 오브를 관찰하세요. 고스트 오브를 확인했다면 일지의 마지막 페이지에 기록하세요. 그렇지 않다면 다음 슬라이드로 넘어가세요.,Adım 1: Odaya video kamerayı yerleştirin. Sonra kamyona geri dönün ve hayalet küresi olup olmadığını monitörden kontrol edin. Eğer tespit ederseniz günlüğünüzün son sayfasına not edin. Tespit edemezseniz sonraki ekrana geçin.,第一步：在闹鬼的房间里安装摄像机。然后回到卡车上，查看显示器上有没有灵球。如果你发现了灵球，请在手册的最后一页填写证据。如果没有，则请看下一张幻灯片。,第一步：在鬧鬼的房間裡安裝攝像機。然後回到卡車上，查看顯示器上有沒有靈球。如果你發現了靈球，請在手冊的最後一頁填寫證據。如果沒有，則請看下一張幻燈片。,"Stap 1: Stel een videocamera in de Ghosts kamer. Ga dan terug naar de Truck en kijken naar de CCTV-monitor voor een Ghost Orb. Als u ter plaatse een schrijf het op de laatste pagina van uw Journal, zo niet dan gaat u naar het volgende scherm.","Βήμα 1: Ρύθμιση βίντεο κάμερα μέσα στο δωμάτιο φαντάσματα. Στη συνέχεια το κεφάλι πίσω στο φορτηγό και να παρακολουθήσετε το CCTV Monitor για ένα φάντασμα Orb. Αν εντοπίσετε ένα το γράψετε στην τελευταία σελίδα του περιοδικού σας, αν όχι τότε μεταβείτε στην επόμενη οθόνη.","Trinn 1: Oppsett et videokamera inne i Gengangere rommet. Deretter hodet tilbake til lastebil og se CCTV Monitor for en Ghost Orb. Hvis du oppdager en skrive det på den siste siden i Journal, hvis ikke så gå til neste skjermbilde.","Pasul 1: Configurarea o cameră video în interiorul camerei Ghosts. Apoi, capul înapoi la camion și urmăriți Monitor CCTV pentru o fantomă Orb. Dacă la fața locului o scrie pe ultima pagină a Journal, dacă nu, atunci du-te la ecranul următor.","Steg 1: Setup en videokamera inne i Ghosts rummet. Sedan gå tillbaka till lastbilen och titta på CCTV Monitor för en Ghost Orb. Om du ser en skriva det på sista sidan i din tidning, om inte sedan gå vidare till nästa skärm.","Крок 1: Установка відеокамери всередині приміщення Ghosts. Потім голову назад у вантажівку і дивитися монітор CCTV для Примари Orb. Якщо ви помітили один написати його на останній сторінці вашого журналу, якщо немає, то перейти до наступного екрану.","Стъпка 1: Setup видеокамера в помещението за призраци. След това се върнете в камиона и гледат CCTV монитор за Ghost кълбо. Ако забележите някой го напиша на последната страница на вашия вестник, ако не и след това преминете към следващия екран.","Trin 1: Opsætning et videokamera inde i Ghosts værelse. Så hovedet tilbage til lastbil og se CCTV skærm til en Ghost Orb. Hvis du øje på en skrive det på den sidste side i din Journal, hvis ikke så gå til næste skærmbillede.","Vaihe 1: Aseta videokamera aaveen huoneeseen. Sitten mene takaishin vaunuusi ja tarkastele CCTV-monitoria aavepallojen varalta.
Jos huomaat yhden, kirjoita se ylös päiväkirjan viimeiselle sivulla. Jos et löydä, niin mene seuraavaan kuvaan.","1. lépés: A telepítő egy videokamera belsejében Ghosts szobában. Aztán irány vissza a teherautó, és nézni a CCTV monitor Ghost Orb. Ha észrevesz egy levelet, hogy az utolsó oldalon a Journal, ha nem, akkor menj a következő képernyőre."
