key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,da,fi,hu
Experience_Level,Level,Nível,Nivel,Nível,Level,Niveau,Livello,Úroveň,Poziom,Уровень,レベル,레벨,Seviye,等级,等級,Level,Επίπεδο,Nivå,Nivel,Nivå,Рівень,Ниво,Niveau,Taso,Szint
Experience_Required,Required Level ,Nível requerido,Nivel requerido ,Nível Requerido ,Benötigtes Level,Niveau requis,Livello Richiesto,Požadovaná úroveň ,Wymagany poziom,Требуется уровень ,必要レベル,요구 레벨,Gereken seviye,等级要求,等級要求,Vereist Level,Απαιτούμενο επίπεδο,Nødvendig Nivå,Nivel necesar,Nödvändig nivå,Необхідний рівень,Необходимо Ниво,krævede niveau,Vaadittu taso: ,Szükséges szint 
Experience_Unlocked,Unlocked: ,Desbloqueado:,Desbloqueado:,Desbloqueado: ,Freigeschaltet:,Débloqué:,Sbloccato:,Odemčeno:,Odblokowano:,Открыто:,アンロック：,잠금 해제:,Kilitli:,解锁：,解鎖：,Ontgrendeld,Ξεκλείδωτο:,Ulåst:,Deblocat:,Upplåst:,Необхідний рівень,Отключени:,Ulåst:,Avattu:,Feloldva: 
Experience_Medium,Medium Sized Maps,Mapas de tamanho médio,Mapas medios,Mapas de Tamanho Médio,Mittlere Karten,Cartes de taille moyenne,Mappe di Medie Dimensioni,Středně velké mapy,Średnie mapy,Средние карты,マップサイズ：中,중간 크기의 맵,Orta Ölçekli Haritalar,中型地图,中型地圖,MiddelGrootte Mappen:,Μεσαίου μεγέθους χάρτης,Mellomstore lokasjoner,Hărți de dimensiuni medii,Medelstora kartor,Середні карти,Карти със среден размер,Mellemstore Maps,Keskikokoiset Kartat,Közepes méretű helyszín
Experience_Large,Large Sized Maps,Mapas de tamanho Grande,Mapas grandes,Mapas de Tamanho Grande,Große Karten,Cartes de grande taille,Mappe di Grandi Dimensioni,Velké mapy,Wielkie mapy,Большие карты,マップサイズ：大,큰 크기의 맵,Büyük Ölçekli Haritalar,大型地图,大型地圖,Grote Mappen:,Μεγάλου μεγέθους χάρτης,Store og større lokasjoner,Hărți de dimensiuni mari,Stora kartor,Великі карти,Карти с големи размери,Stor størrelse Maps,Suuret Kartat,Nagy méretű helyszín
Experience_Intermediate,Intermediate Difficulty,Dificuldade intermediária,Dificultad intermedia,Dificuldade Intermediária,Mittlere Schwierigkeit,Difficulté intermédiaire,Difficoltà Intermedia,Pokročilá obtížnost,Pośrednia trudność,Сложность: Средняя,難易度：セミプロ,중급자 난이도,Orta Zorluk,中等难度,中等難度,Middelmatige Moeilijkheid,Ενδιάμεση Δυσκολία,Viderekommen,Dificultate intermediară,Mellan Svårighetsgrad,Складність: Середня,Междинна трудност,Intermediate Sværhedsgrad,Keskitasoinen Vaikeus,Haladó nehézség
Experience_Professional,Professional Difficulty,Dificuldade profissional,Dificultad profesional,Dificuldadde Profissional,Professionelle Schwierigkeit,Difficulté professionnelle,Difficoltà Professionista,Profesionální obtížnost,Profesjonalna trudność,Сложность: Профессионал,難易度：プロ,전문가 난이도,Profesyonel Zorluk,专家难度,專家難度,Professionele moeilijkheid,Επαγγελματική Δυσκολία,Profesjonell,Dificultate profesională,professionell Svårighetsgrad,Складність: Професіонал,Професионална трудност,Professionel Sværhedsgrad,Ammattilainen Vaikeus,Profi nehézség
Training_Slide1,"Welcome to the Ghost Hunters Training Guide. This guide will show you how to become a professional Ghost Hunter.

Use the TV Remote to go to the next slide.","Bem-vindo ao guia de treinamento dos Caçadores de Fantasmas. Este guia irá mostrar-lhe como se tornar um caçador de fantasmas profissional.

Utilize o controle remoto para ir ao próximo slide.","""Bienvenido a la guía de entrenamiento para cazafantasmas. Esta guía te mostrará cómo llegar a ser un profesional cazando fantasmas.

Utiliza el mando de la TV para pasar a la siguiente diapositiva.","Bem-vindo ao Guia de Treino dos Caçadores de Fantasmas. Este guia irá mostrár-lhe como se tornar um Caçador de Fantasmas profissional.

Use o comando da TV para avançar para o próximo slide.","Willkommen bei dem Geister-Jagd Training. Dieser Leitfaden wird euch zeigen, wie Ihr ein professioneller Geister Jäger werdet.
 
 Verwende die TV-Fernbedienung um zur nächsten Folie zu gelangen.","Bienvenue dans le guide de formation des chasseurs de fantômes. Ce guide vous montrera comment devenir un chasseur de fantômes professionnel.

Utilisez la télécommande du téléviseur pour passer à la diapositive suivante.","Benvenuto all'addestramento per Cacciatori di Fantasmi. Questo corso ti mostrerà come diventare un Cacciatore Professionista.

Utilizza il telecomando per passare alla diapositiva successiva.","Vítejte v tréninkové příručce Lovců Duchů. Tato příručka vám ukáže, jak se stát profesionálním lovcem duchů.

Použijte dálkové ovládání televize pro přechod na další snímek.","Witamy w przewodniku szkoleniowym Łowców Duchów. Ta prezentacja pokaże Ci, jak zostać profesjonalnym Łowcą Duchów.

Użyj pilota telewizora, aby przejść do następnego slajdu.","Добро пожаловать! Этот гайд поможет вам стать профессионалом своего дела.

Используйте пульт для переключения на следующий слайд.","ゴーストハンタートレーニングガイドへようこそ。
このガイドではゴーストハンター必見の基本テクニックを紹介します。
次の画面へ進むにはテレビのリモコンを使用してください。","튜토리얼에 오신 걸 환영합니다. 여기에선 당신이 유령 사냥 전문가가 될 수 있도록 도와줄 것입니다.

다음 슬라이드를 보려면 TV 리모컨을 누르세요.","""Hayalet Avcıları Eğitim Kılavuzuna hoş geldiniz. Bu kılavuz size nasıl profesyonel bir avcı olacağınızın adımlarını gösterecektir.

Bir sonraki slayta gitmek için kumandayı kullanın.""","欢迎来到猎鬼训练教程。本教程将教你如何成为一位专业的猎鬼达人。

请用电视遥控器切换到下一张幻灯片。","歡迎來到獵鬼訓練教程。本教程將教你如何成為一位專業的獵鬼達人。
 
 請用電視遙控器切換到下一張幻燈片。","Welkom bij de geesten jagers-trainingsgids. Deze gids laat je zien hoe je een professionele geesten jager wordt.

Gebruik de sftstandsbediening om naar de volgende dia te gaan.","Καλώς ορίσατε στον οδηγό εκπαίδευσης Ghost Hunters. Αυτός ο οδηγός θα σας δείξει πώς να γίνετε επαγγελματίας Ghost Hunter.

Χρησιμοποιήστε το τηλεχειριστήριο της τηλεόρασης για να μεταβείτε στην επόμενη διαφάνεια.","Velkommen til Ghost Hunters Training Guide. Denne guiden vil vise deg hvordan du blir en profesjonell Ghost Hunter.

Bruk TV-fjernkontrollen for å gå til neste lysbilde.","Bine ați venit la ghidul de formare al unui vânător de fantome. Acest ghid vă va arăta cum să deveniți un vânător profesionist de fantome.

Utilizați telecomanda televizorului pentru a merge la următorul diapozitiv.","Välkommen till Spökjägarnas Tränings Guide. Den här guiden visar hur du blir en professionell Spök jägare.

Använd TV-fjärrkontrollen för att gå till nästa bild.","Ласкаво просимо! Цей посібник допоможе вам стати професіоналом своєї справи.

За допомогою пульта перейдіть на наступний слайд.","Добре дошли в Ръководството за обучение на Ловците на духове. Това ръководство ще ви покаже как да станете професионален ловец на духове.

Използвайте дистанционното на телевизора, за да преминете към следващия слайд.","Velkommen til Ghost Hunters Træning Guide. Denne guide vil vise dig, hvordan du bliver en professionel Ghost Hunter.

Brug TV'ets fjernbetjening for at gå til det næste dias.","Tervetuloa Aavemetsästäjien Koulutus Oppaaseen. Tämä opas näyttää sinulle miten sinustakin voi tulla aaveiden metsästyksen ammattilainen.

Käytä TV-kaukosäädintä mennäksesi seuraavaan kuvaan.","Üdvözöllek a szellemvadászati képzésen! Ez az útmutató megmutatja, hogyan legyél profi a szakmában.

Használd a TV távirányítóját, hogy a következő diára válts."
Training_Slide1.5,"On an investigation you will have around 5 minutes before the Ghost will anger and drop your sanity faster. Use this time to setup equipment and find the Ghost. 

For today though you don't have to worry about that.","Em uma investigação, você terá cerca de 5 minutos antes que a fúria do fantasma atinja sua sanidade mental mais rápido. Use esse tempo para instalar equipamentos e encontrar o fantasma.
Por hoje você não precisa se preocupar com isso.","Una vez comiences la investigación tienes 5 minutos antes de que el Fantasma se enfade y merme tu Cordura rapidamente. Usa este tiempo sabiamente para colocar equipamiento y encontrar al Fantasma.

Esta vez no te tendrás que preocupar por el tiempo.","Em uma investigação, você terá cerca de 5 minutos antes de o Fantasma se irritar e perder a sua sanidade mais rápido. Use esse tempo para configurar o equipamento e encontrar o Fantasma.

Porém, você não precisa de se preocupar com isso por hoje.","Bei einer Untersuchung hast etwa 5 Minuten Zeit bevor der Geist aggressiv wird und deine geistige Gesundheit rapide fällt. Nutze diese Zeit um dein Equipment aufzustellen und den Geist zu finden.
 
 Heute allerdings musst du dir darum keine Sorgen machen.","Lors d'une enquête, vous aurez environ 5 minutes avant que le fantôme se mette en colère et que vous commenciez a perdre votre santé mentale plus rapidement. Utilisez ce temps pour configurer votre équipement et trouver le fantôme.

Pour aujourd'hui, vous n'avez pas à vous en soucier.","In un'indagine avrai circa 5 minuti di tempo prima che la rabbia del Fantasma aumenti e faccia calare la tua Sanità Mentale più velocemente. Utilizza questo tempo per pianificare una strategia che ti aiuti a trovare il Fantasma.

Per oggi però, non dovrai preoccuparti di ciò.","Při vyšetřování budete mít asi 5 minut předtím, než se Duch rozhněvá a začne rychleji snižovat vaši příčetnost. Využijte tento čas k nastavení zařízení a lokalizaci Ducha.

Ačkoli pro dnešek se o to nemusíte starat.","Na dochodzenie będziesz miał około 5 minut, zanim duch się wścieknie i szybciej obniży twoją psychikę, wykorzystaj ten czas na znalezienie złej duszy i rozstawienie sprzętu. 

Na dziś jednak nie musisz się o to martwić.","У вас будет пять минут до того, как призрак разозлится и вы начнёте терять рассудок быстрее. Используйте это время, чтобы расставить оборудование и найти призрака.

Впрочем, сегодня эти неприятности вам не грозят.","通常、ゴーストが憤りを覚え、襲ってくるまでには約５分間の猶予があります。
この時間を利用して機材をセットアップし、ゴーストの位置を探りましょう。
ですが今回はトレーニングなので、それらを気にする必要はありません。","의뢰를 시작하고 5분이 지나면 유령이 분노 상태에 돌입하고 정신력이 더 빠른 속도로 떨어집니다. 그 전에 장비를 설치하고 유령을 찾아내세요.

튜토리얼을 진행하는 동안에는 걱정하지 않아도 됩니다.","Bir araştırmada hayaletin öfkelenip akıl sağlığınızı daha hızlı düşürmesi için yaklaşık 5 dakikanız olacak. Bu zamanı ekipmanı kurmak ve hayaletin yerini bulmak için kullanın.

Bugün için endişelenmene gerek yok.","你将有大约5分钟的时间进行调查，倒计时结束后鬼魂会变得愤怒并使你的理智值下降。
请好好利用这段时间安装设备并找到鬼魂。

但现在你不需要担心时间的问题。","你將有大約5分鐘的時間進行調查，倒計時結束後鬼魂會變得憤怒並使你的理智值下降。
請好好利用這段時間安裝設備並找到鬼魂。
 
但現在你不需要擔心時間的問題。","Bij een onderzoek heb je ongeveer 5 minuten voordat de geest boos wordt en je verstand sneller laat vallen. Gebruik deze tijd om apparatuur op te zetten en de geest te vinden.

Maar voor vandaag hoef je je daar geen zorgen over te maken.","Σε μια έρευνα θα έχετε περίπου 5 λεπτά πριν το Φάντασμα θυμώσει και ρίξει την διανοητική υγεία  σας γρηγορότερα. Χρησιμοποιήστε αυτή τη φορά για να ρυθμίσετε τον εξοπλισμό σας και να βρείτε το φάντασμα.

Για σήμερα όμως δεν χρειάζεται να ανησυχείτε για αυτό.","På en undersøkelse vil du ha rundt fem minutter før Ghost vilje sinne og slippe forstanden raskere. Bruk denne tiden til å sette opp utstyr og finne den ånd.

For i dag om du ikke trenger å bekymre deg for det.","Într-o investigație veți avea aproximativ 5 minute înainte de a mânia fantoma. Folosiți această fereastră de timp pentru a aduce echipamentul în casă și de a afla tipul de fantomă.

Astăzi, totuși, nu va trebui să vă faceți griji despre asta.","På en utredning kommer du att ha cirka 5 minuter innan Spöket kommer att ilskna och sänka ditt förnuft snabbare. Använd den här tiden för att installera utrustning och hitta Spöket.

För idag behöver du inte oroa dig för det.","У вас буде п'ять хвилин (залежно від складності) перед тим, як привид розсердиться і ви почнете втрачати Розсудливість швидше. Використовуйте цей час щоб розставити обладнання і зустріти привида.

Втім, сьогодні вам повезло і ці неприємності вам не загрожують.","По време на разследването ще имате около 5 минути, преди призракът да се разгневи и да ви падне разумът по-бързо. Използвайте това време, за да настроите оборудването и да намерите Ghost.

За днес обаче не е нужно да се притеснявате за това.","På en undersøgelse vil du have omkring 5 minutter før Ghost vilje vrede og slip din tilregnelighed hurtigere. Brug denne tid til opsætning udstyr og finde Ghost.

For i dag, selvom du ikke behøver at bekymre sig om det.","Kun olet tutkimuksella, sinulla on noin viisi minuuttia aikaa ennen kuin aave suuttuu ja järkesi alkaa romahtamaan nopeammin. Käytä tämä aika asentamaan laitteesi ja löytämään aave.

Tänään kumminkaan sinun ei tarvitse huolehtia tästä.","5 perced van felkészülni az épületben anélkül, hogy magadra irányítsd a szellem haragját és veszíts a józanságodból.
Használd ezt az időt arra, hogy a felszereléseket elhelyezd és megtaláld a kísértet helyét."
Training_Slide2,"Step 1: Setup a video camera inside the Ghosts room. Then head back to the Truck and watch the CCTV Monitor for a Ghost Orb. If you spot one write it on the last page of your Journal, if not then go to the next screen.","Etapa 1: instale uma câmera de vídeo dentro do cômodo do fantasma. Então volte para o caminhão e procure uma Orbe no monitor CCTV. Se você encontrar uma, escreva na última página do seu diário.","Paso 1: Coloque una Cámara de video en la habitación del Fantasma. Vuelve al camión y observa desde el monitor CCTV en busca de algunos Orbes. Si encuentras uno apúntalo como una prueba en la última pagina del Diario, si no encuentras ninguno, prosigue con tu investigación.","Passo 1: Configure uma câmera de vídeo dentro da sala do Fantasma. De seguida, volte para o camião e observe o monitor CCTV para um Orbe Fantasma. Se você encontrar um, escreva-o na última página do seu Diário, se não, vá para o próximo slide.","Schritt 1: Stellen Sie die Videokamera im Geisterraum auf. Begeben Sie sich zurück zum Truck und beobachten Sie den CCTV Monitor ob Sie einen Geisterorb sehen können. Falls ja, notieren Sie es auf der letzten Seite des Journals. Schalten Sie weiter.","Étape 1: Installez une Caméra vidéo dans la salle du fantôme. Revenez ensuite au camion et regardez le moniteur de vidéosurveillance pour chercher un orbe fantomatique. Si vous en trouvez un, écrivez-le sur la dernière page de votre Journal, sinon passez à l'écran suivant.","Fase 1: Posiziona una Videocamera all'interno della stanza del Fantasma. Poi torna al Camion e osserva se nel monitor a circuito chiuso è presente una Sfera di Luce. Se ne individui una scrivilo sull'ultima pagina del tuo Taccuino, altrimenti passa alla schermata successiva.","Krok 1: Nainstalujte videokameru uvnitř místnosti s duchem. Pak se vraťte do kamionu a podívejte se na CCTV monitory, jestli uvidíte přízračné orby. Pokud nějaký spatříte, zapište to do poslední stránky v deníku, pokud ne, tak přejděte na další obrazovku.","Krok 1: Zostaw kamerę wideo w pokoju i sprawdź monitor w ciężarówce w poszukiwaniu Orbów. Jeśli je zauważysz, zapisz to na ostatniej stronie dziennika. Jeśli nie, przejdź do następnego ekranu.","Шаг 1: Установите Видеокамеру в комнате призрака. Затем возвращайтесь в фургон и поищите на записи Призрачные огоньки. Если заметите их, напишите об этом на последней странице Журнала. Если нет, переходите к следующему слайду.","ステップ１：ゴーストがいる部屋にビデオカメラを設置しましょう。
一旦トラックに戻り、監視モニターでゴーストオーブが映るかを確認してください。
現象を確認できたなら、ジャーナルの最後のページに証拠として記入してください。
確認できない場合は次のステップに進みましょう。",1단계: 유령이 있는 방에 비디오 카메라를 설치하세요. 그다음 작전 트럭으로 돌아가 CCTV 모니터에서 고스트 오브를 관찰하세요. 고스트 오브를 확인했다면 일지의 마지막 페이지에 기록하세요. 그렇지 않다면 다음 슬라이드로 넘어가세요.,Adım 1: Odaya video kamerayı yerleştirin. Sonra kamyona geri dönün ve hayalet küresi olup olmadığını monitörden kontrol edin. Eğer tespit ederseniz günlüğünüzün son sayfasına not edin. Tespit edemezseniz sonraki ekrana geçin.,"第一步：在闹鬼的房间里安装摄像机。
然后回到卡车上，查看显示器上有没有灵球。
如果你发现了灵球，请在手册的最后一页填写证据。
如果没有，则请看下一张幻灯片。","第一步：在鬧鬼的房間裡安裝攝像機。
然後回到卡車上，查看顯示器上有沒有靈球。
如果你發現了靈球，請在手冊的最後一頁填寫證據。
如果沒有，則請看下一張幻燈片。","Stap 1: Installeer een videocamera in de Geesten-Kamer. Ga dan terug naar de Truck en kijk naar de CCTV Scherm voor een lichtbol. Als je er een ziet, schrijf het dan op de laatste pagina van je Logboek, zo niet, ga dan naar het volgende scherm.","Βήμα 1: Ρυθμίστε μια βιντεοκάμερα μέσα στην αίθουσα του φαντάσματος. Στη συνέχεια, επιστρέψτε στο Φορτηγό και παρακολουθήστε το CCTV Monitor για ένα Ghost Orb. Εάν εντοπίσετε κάποιο, γράψτε το στην τελευταία σελίδα του περιοδικού σας, εάν όχι, μεταβείτε στην επόμενη οθόνη.","Trinn 1: Oppsett et videokamera inne i Gengangere rommet. Deretter hodet tilbake til lastebil og se CCTV Monitor for en Ghost Orb. Hvis du oppdager en skrive det på den siste siden i Journal, hvis ikke så gå til neste skjermbilde.","Pasul 1: Pregatiti o cameră video în interiorul camerei fantomei. Apoi, intoarceti-va înapoi la camion și urmăriți Monitorul CCTV pentru o sfera paranormala. Dacă gasiti la fața locului vreuna, scrieti pe ultima pagină a Journalului, dacă nu, atunci du-te la ecranul următor.","Steg 1: Ställ in en videokamera i Spök-rummet. Gå sedan tillbaka till lastbilen och titta på CCTV Skärmen och leta efter ett Spök klot. Om du upptäcker en skriv den på den sista sidan i din journal, om inte, gå till nästa skärm.","Крок 1: Встановіть Відеокамеру в кімнаті привида. Потім повертайтеся в фургон і пошукайте на моніторі Примарні вогники. Якщо помітите їх, напишіть про це на останній сторінці Журналу. Якщо немає, переходьте до наступного слайду.","Стъпка 1: Настройте видеокамера в стаята на Ghosts. След това се върнете към Камиона и гледайте CCTV Мониторът за Ghost Orb. Ако забележите такъв, го напишете на последната страница на вашия дневник, ако не, отидете на следващия екран.","Trin 1: Opsætning et videokamera inde i Ghosts værelse. Så hovedet tilbage til lastbil og se CCTV skærm til en Ghost Orb. Hvis du øje på en skrive det på den sidste side i din Journal, hvis ikke så gå til næste skærmbillede.","Vaihe 1: Aseta videokamera aaveen huoneeseen. Sitten mene takaishin vaunuusi ja tarkastele CCTV-monitoria aavepallojen varalta.
Jos huomaat yhden, kirjoita se ylös päiväkirjan viimeiselle sivulla. Jos et löydä, niin mene seuraavaan kuvaan.","1. lépés: Helyezd a videókamerát a kísértet szobájába, majd menj vissza a tehereautóhoz és figyeld a CCTV monitort szellemgömb után kutatva. 
Ha kiszúrsz egyet a kijelzőn, jelöld be a szellemnaplód utolsó oldalán bizonyítékként. (Alapértelmezett [J] gomb) Ha nem, akkor csak válts a következő képernyőre. "
Training_Slide3,"Step 2: Grab the Ghost Writing Book and place it inside the ghosts room. If the Ghost writes on the pages then write it on the last page of your Journal, if not then go to the next screen.","Passo 2: Pegue o Caderno do fantasma e coloque-o dentro da sala onde ele pode estar. Se o fantasma o utilizar, escreva na última página de seu diário.","Paso 2: Agarra el Libro de escritura fantasma y colócalo dentro de la habitación del Fantasma. Observa si el Fantasma escribe en él y regístralo como una prueba en el Diario, si no sucede nada, continua con tu investigación.","Passo 2: Pegue o Livro de Escrita Fantasma e coloque-o dentro da sala do Fantasma. Se o Fantasma escrever nas páginas, escreva na última página do seu Diário, caso contrário, vá para o próximo slide.","Schritt 2: Nehmen Sie das Geisterbuch und platzieren Sie es im Geisterraum. Falls der Geist ins Buch schreibt, notieren Sie es auf der letzten Seite in ihrem Journal. Schalten Sie weiter.","Étape 2: Prenez le Livre d'écriture fantomatique et placez-le dans la salle du fantôme. Si le fantôme écrit sur les pages, écrivez-le sur la dernière page de votre journal, sinon passez à l'écran suivant.","Fase 2: Afferra il Libro Spiritico e posizionalo all'interno della stanza infestata. Se il Fantasma scrive sulle pagine, annotalo nell'ultima pagina del tuo Taccuino, altrimenti passa alla schermata successiva.","Krok 2: Vezměte Knihu pro psaní Ducha a umístěte ji do místnosti s duchem. V případě, že duch něco napíše na stránky, zapište to do poslední stránky v deníku, pokud ne, tak přejděte na další obrazovku.","Krok 2: Umieść Notatnik dla Duchów w pobliżu ducha i poczekaj na reakcję. Jeśli Duch napisze na stronach, zaznacz to na ostatniej stronie dziennika. Jeśli nie, przejdź do następnego ekranu.","Шаг 2: Возьмите Блокнот и положите его в комнате призрака. Если призрак напишет в Блокноте, оставьте заметку на последней странице своего журнала. Если нет, переходите к следующему слайду.","ステップ２：ゴーストがいる部屋にゴーストライティングブックを設置しましょう。
ゴーストが本に記入したなら、ジャーナルの最後のページに証拠として記入してください。
ある程度待っても記入されない場合は次のステップに進みましょう。",2단계: 유령이 있는 방에 수첩을 펼치세요. 수첩에 유령이 흔적을 남겼다면 일지의 마지막 페이지에 기록하세요. 그렇지 않다면 다음 슬라이드로 넘어가세요.,"Adım 2: Hayalet Yazı Kitabını alın ve hayaletin odasına yerleştirin. Hayalet eğer kitaba bir yazı yazarsa bunu günlüğünüzün son sayfasına yazın, yazmadıysa sonraki ekrana gidin.","第二步：拿起鬼魂之书，放在闹鬼的房间里。
如果鬼在书上写字，那么请在手册的最后一页填写证据。
如果没有，则请看下一张幻灯片。","第二步：拿起鬼魂之書，放在鬧鬼的房間裡。
如果鬼在書上寫字，那麼請在手冊的最後一頁填寫證據。
如果沒有，則請看下一張幻燈片。","Stap 2: Pak het geestenboek en plaats het in de geesten-kamer. Als de geest in het boek schrijft, schrijf het dan op de laatste pagina van je logboek, zo niet, ga dan naar het volgende scherm.","Βήμα 2: Πιάστε το Ghost Writing Book και τοποθετήστε το μέσα στην αίθουσα φαντασμάτων. Εάν το φάντασμα γράψει στις σελίδες, τότε γράψτε το στην τελευταία σελίδα του περιοδικού σας, εάν όχι, μεταβείτε στην επόμενη οθόνη.","Trinn 2: Ta tak i Ghost skrive boken og sted den inne i spøkelser rommet. Hvis Ghost skriver på sidene og deretter skrive det på den siste siden i Journal, hvis ikke så gå til neste skjermbilde.","Pasul 2: Luați Cartea Scriere Paranormală și puneți-l în interiorul camerei în care rezidă fantoma. În cazul în care fantoma scrie pe ea, scrieți pe ultima pagină a jurnalului, dacă nu, atunci du-te la ecranul următor.","Steg 2: Ta tag i Spökskrift boken och placera den i spök-rummet. Om Spöket skriver på sidorna så skriv det på den sista sidan i din journal, om inte, gå till nästa skärm.","Крок 2: Візьміть Блокнот і покладіть його в кімнаті привида. Якщо привид напише в Блокноті, залиште замітку на останній сторінці свого журналу. Якщо немає, переходьте до наступного слайду.","Стъпка 2: Вземете Ghost Writing Book и я поставете в стаята за духове. Ако Призрака пише на страниците, напишете го на последната страница на вашия дневник, ако не, отидете на следващия екран.","Trin 2: Grib Ghost Writing Book og sted det inde i spøgelser værelse. Hvis Ghost skriver på siderne derefter skrive det på den sidste side i din Journal, hvis ikke så gå til næste skærmbillede.","Vaihe 2: Nappaa aavekirjoitus-kirja ja laita se aaveen huoneeseen. Jos aave kirjoittaa kirjan sivuille, merkkaa se ylös päiväkirjasi viimeiselle sivulle. Jos ei, niin siirry seuraavaan kuvaan.","2. lépés: Fogj egy szellemkönyvet és helyezd el a kísértet szobájában. Várj egy kicsit, hogy reagál-e rá a szellem. Ha a kísértet ír bele, akkor ezt is jegyezd fel bizonyítékként a naplódban. Ha nem, akkor válts a következő képernyőre.  "
