key,en,bp,es,pt,de,fr,it,cs,pl,ru,ja,ko,TR,zh-CN,zh-TW,nl,el,no,ro,sv,uk,bg,fi,hu,da 
Q_Hello,Hello,Olá,Hola,Olá,Hallo,Bonjour,Ciao,Ahoj,Czesc,Privet,こんばんは,저기요,Merhaba,你好,你好,Hallo,Γεια,Hallo,Buna ziua,Hej,Pryvit,Здравейте,Hei,Helló,Hej
Q_What is your name,What is your name,Qual é o seu nome,¿Cómo te llamas?,Qual é o seu nome,Wie heißt du,Quel est ton nom,Come ti chiami,Jak se jmenuješ,Jak masz na imie,Kak tebya zovut,名前はなんですか？,이름이 뭐야,Adın ne,你叫什么名字,你叫什麼名字,Wat is Uw naam,Πώς σε λένε,Hva heter du,Cum te numeshti,Vad är ditt namn,Yak tebe zvaty,Как се казваш,Mikä sinun nimesi on,Mi a neved,Hvad hedder du
Q_Can you give me your name,Can you give me your name,Pode me dizer seu nome,¿Me puedes dar tu nombre?,Pode dar-me o seu nome,Sag mir deinen Namen,Pouvez-vous me donner votre nom,Mi puoi dire il tuo nome,Můžeš mi říct své jméno,Mozesz dac mi swoje imie,Nazovi imya,名前を教えてください,이름을 알려줘,Adını söyleyebilir misin,能告诉我你的名字吗,能告訴我你的名字嗎,Kunt U Uw naam geven,Μπορείς να μου πεις το όνομά σου,Kan du gi meg navnet ditt,Potsi suh-mi dai numele tuhu,Kan du ge mig ditt namn,Nazvy imya,Можете ли да ми дадете името си,Voitko kertoa nimesi minulle,Meg tudnád mondani a neved,Kan du give mig dit navn
Q_How old are you,How old are you,Quantos anos você tem,¿Cuántos años tienes?,Quantos anos você tem,Wie alt bist du,Quel âge as-tu,Quanti anni hai,Kolik je ti let,Ile masz lat,Skolko tebye lyet,何歳ですか？,몇 살이야,Kaç yaşındasın,你多大了,你多大了,Hoe oud bent u,Πόσο χρονών είσαι,Hvor gammel er du,Cihtsi ani ai,Hur gammal är du,"Skilky tobi rokiv
",На колко години си,Kuinka vanha olet,Hány éves vagy,Hvor gammel er du
Q_How young are you,How young are you,O quão jovem você é,¿Cuán joven eres?,Quão jovem você é,Wie jung bist du,Quel âge as-tu,Quanto sei giovane,Jak jsi mladý,Jak mlody jestes,Ty molod,おいくつですか,나이를 알려줘,Ne kadar gençsin,你有多年轻,你有多年輕,Hoe jong bent U,Πόσο νέος είσαι,Hvor ung er du,Ciht de tanar eshti,Hur ung är du,Ty molodyy,Колко сте млади,Kuinka nuori olet,Mennyi idős vagy,Hvor ung er du
Q_What is your age,What is your age,Qual é a sua idade,¿Cuál es tu edad?,Qual é a sua idade,Was ist dein Alter,Quel âge avez-vous,Quanti anni hai,Jaký je tvůj věk,Jaki jest twoj wiek,Skolko tebye,あなたは何歳？,나이가 어떻게 돼,Yaşın kaç,贵庚,貴庚,Wat is Uw leeftijd,Ποια είναι η ηλικία σου,Hva er din alder,Ce vihrstuh ai,Vad är din ålder,Skilky tobi,На колко години си,Minkä ikäinen olet,Hány éves vagy,Hvor gammel er du
Q_When were you born,When were you born,Quando você nasceu,¿Cuándo naciste?,Quando você nasceu,Wann wurdest du geboren,Quand êtes-vous né,Quando sei nato,Kdy ses narodil,Kiedy sie urodziles,Kogda ty rodilsya,いつ生まれですか？,언제 태어났어,Ne zaman doğdun,你是什​​么时候出生的,你是什​​麼時候出生的,Waar bent U geboren,Πότε γεννήθηκες,Når ble du født,Cihnd te-ai nuhscut,När föddes du,Koly ty narodyvsya,Кога си роден,Milloin synnyit,Mikor születtél,Hvornår er du født
Q_Are you a child,Are you a child,Você é uma criança,¿Eres un niño?,Você é uma criança,Bist du ein Kind,Es-tu un enfant,Sei un bambino,Jsi dítě,Czy jestes dzieckiem,Ty rebyonok,子供ですか？,어린 아이야,Çocuk musun,你是小孩吗,你是小孩嗎,Bent U een kind,Είσαι παιδί,Er du et barn,Eshti un copil,Är du ett barn,Ty dytyna,Вие сте дете,Oletko lapsi,Gyermek vagy,Er du et barn
Q_Are you old,Are you old,Você é velho,¿Eres viejo?,Você é velho,Bist du alt,Êtes-vous vieux,Sei vecchio,Jsi starý,Czy jestes stary,Ty starik,大人ですか？,나이가 많아,Yaşlı mısın,你是老人吗,你是老人嗎,Bent U oud,Είσαι γέρος,Er du gammel,Eshti buhtrihn,Är du gammal,Ty staryy,Стареш ли си,Oletko vanha,Idős vagy,Er du gammel
Q_Are you young,Are you young,Você é jovem,¿Eres joven?,Você é jovem,Bist du jung,Es-tu jeune,Sei giovane,Jsi mladý,Czy jestes mlody,Ty molodoy,若いですか？,나이가 어려,Genç misin,你是年轻人吗,你是年輕人嗎,Bent U jong,Είσαι νέος,Er du ung,Eshti tihnuhr,Är du ung,Ty molodyy,Вие сте млад,Oletko nuori,Fiatal vagy,Er du ung
Q_What is your location,What is your location,Qual é a sua localização,¿Dónde estás?,Qual é a sua localização,Wo bist du,Quel est votre emplacement,Qual è la tua posizione,Jaká je tvoje poloha,Jaka jest Twoja pozycja,Gde ty nahodishsya,あなたはどこですか？,어디 있어,Neredesin,你在什么位置,你在什麼位置,Wat is Uw locatie,Ποια είναι η τοποθεσία σου,Hvor er du,Unde te aflii,Vad är din plats,De ty znakhodyshsya,Какво е вашето местоположение,Mikä on sijaintisi,Hol vagy most,Hvad er din placering
Q_What is your gender,What is your gender,Qual é o seu gênero?,¿Cuál es tu género?,Qual é o seu gênero,Was ist dein Geschlecht,Quel est votre sexe,Qual è il tuo sesso,Jaké je tvé pohlaví,Jaka jest Twoja plec,Kakova ty pola,あなたの性別は？,성별이 뭐야,Cinsiyetin ne,什么性别,什麼性別,Wat is Uw geslacht,Ποιο είναι το φύλο σου,Hvilket kjønn er du,Care este sexul tuhu,Vad är ditt kön,Yaka tvoya stat,Какъв е вашият пол,Mikä on sukupuolesi,Mi a nemed,Hvad er dit køn
Q_What gender,What gender,Qual gênero,¿De que género eres? ,Qual gênero,Welches Geschlecht,Quel genre,Che sesso,Jaké pohlaví,Jaka plec,Kakova pola,性別はどっちですか？,무슨 성별이야,Hangi cinsiyettesin,男的女的,男的女的,Welk geslacht,Τί φύλο,Hvilket kjønn,Ce eshti,Vilket kön,Yaka stat,Какъв пол,Mikä sukupuoli,Milyen nemű vagy,Hvilket køn
Q_Are you male or female,Are you male or female,Você é homem ou mulher,¿Eres un hombre o una mujer?,Você é homem ou mulher,Bist du männlich oder weiblich,Êtes-vous un homme ou une femme,Sei maschio o femmina,Jsi muž nebo žena,Jestes mezczyzna czy kobieta,Ty muzhchina ili zhenschina,男ですか？女ですか？,남자야 여자야,Kadın mısın erkek mi,你是男的还是女的,你是男的還是女的,Bent U een man of een vrouw,Είσαι άντρας ή γυναίκα,Er du mann eller kvinne,Eshti buhrbat sau femeie,Är du man eller kvinna,Ty cholovik chy zhinka,Вие сте мъж или жена,Oletko mies vai nainen,Férfi vagy nő vagy,Er du mand eller kvinde
Q_Are you a man,Are you a man,Você é um homem,¿Eres un hombre?,Você é um homem,Bist du ein Mann,Êtes-vous un homme,Sei un uomo,Jsi muž,Jestes mezczyzna,Ty paren,男性ですか？,남성이야,Erkek misin,你是男人吗,你是男人嗎,Bent U een man,Είσαι άντρας,Er du en mann,Eshti buhrbat,Är du en man,Ty khlopets,Мъж ли си,Oletko mies,Férfi vagy,Er du en mand
Q_Are you a woman,Are you a woman,Você é uma mulher,¿Eres una mujer?,Você é uma mulher,Bist du eine Frau,Êtes-vous une femme,Sei una donna,Jsi žena,Czy jestes kobieta,Ty devushka,女性ですか？,여성이야,Kadın mısın,你是女人吗,你是女人嗎,Bent U een vrouw,Είσαι γυναίκα,Er du en kvinne,Eshti femeie,Är du en kvinna,"Ty divchyna
",Ти жена ли си,Oletko nainen,Nő vagy,Er du en kvinde
Experience_Title,Contract Experience,Experiência do contrato,Experiencia del contrato,Experiência do Contrato,Vertragserfahrung,Expérience contractuelle,Esperienza Contratto,Zkušenosti z kontraktu,Doświadczenie z kontraktu,Опыт,経験値,경험치,Kontrat Deneyimi,合约经验,合約經驗,Contract Ervaring,Εμπειρία Σύμβασης,Kontrakts EXP,Experiență primită pe contract,Kontraktserfarenhet,Досвід,Опит от договор,Sopimuksen Kokemus,Munkatapasztalat,Kontrakt erfaring
Experience_Congrats,"Congratulations, you are now level ","Parabéns, agora você está no nível","Felicidades, ahora eres nivel ","Parabéns, vocé está agora no nível ","Herzlichen Glückwunsch, du bist jetzt Level","Félicitations, vous êtes maintenant au niveau","Congratulazioni, ora sei livello ","Gratulujeme, dosáhli jste úrovně","Gratulacje, jesteś teraz na poziomie ","Поздравляем, вы перешли на уровень",レベルアップ達成：レベル,축하합니다. 당신의 레벨은,"Tebrikler, seviye yükseldiniz. Şuanki seviyeniz:",恭喜你，你的等级升到了,恭喜你，你的等級升到了,Gefeliciteerd! Je bent nu level,"Συγχαρητήρια, είστε τώρα επίπεδο","Gratulerer, du er nå level ","Felicitări, ați ajuns la nivelul ","Grattis, du är nu nivå","Вітаємо, ви перейшли на рівень","Поздравления, сега сте на ниво","Onneksi olkoon, olet nyt tasolla ","Gratulálok, a mostani szinted ","Tillykke, du er nu niveau"
Experience_Gained,Experience Gained: ,Experiência ganha:,Experiencia ganada: ,Experiência Ganha: ,Erfahrung erhalten:,Expérience acquise:,Esperienza Guadagnata: ,Získané zkušenosti:,Zdobyte doświadczenie:,Получено опыта:,獲得経験値：,획득한 경험치:,Kazanılan tecrübe:,获得经验：,獲得經驗：,Ervaring Opgedaan:,Η εμπειρία κέρδισε:,EXP tjent :,Experiență primită: ,Erfaranhet intjänad:,Отримано досвіду,Натрупан опит:,Saatu kokemus: ,Szerzett tapasztalati pont: ,Erfaringer opnået:
Experience_Level,Level,Nível,Nivel,Nível,Level,Niveau,Livello,Úroveň,Poziom,Уровень,レベル,레벨,Seviye,等级,等級,Level,Επίπεδο,Nivå,Nivel,Nivå,Рівень,Ниво,Taso,Szint,Niveau
Experience_Required,Required Level ,Nível requerido,Nivel requerido ,Nível Requerido ,Benötigtes Level,Niveau requis,Livello Richiesto,Požadovaná úroveň ,Wymagany poziom,Требуется уровень ,必要レベル,요구 레벨,Gereken seviye,所需等级,等級要求,Vereist Level,Απαιτούμενο επίπεδο,Nødvendig Nivå,Nivel necesar,Nödvändig nivå,Необхідний рівень,Необходимо Ниво,Vaadittu taso: ,Szükséges szint ,Påkrævet niveau
Experience_Unlocked,Unlocked: ,Desbloqueado:,Desbloqueado: ,Desbloqueado: ,Freigeschaltet:,Débloqué:,Sbloccato:,Odemčeno:,Odblokowano:,Открыто:,アンロック：,잠금 해제:,Kilidi açıldı:,解锁：,解鎖：,Ontgrendeld,Ξεκλείδωτο:,Ulåst:,Deblocat:,Upplåst:,Необхідний рівень,Отключени:,Avattu:,Feloldva: ,Ulåst:
Experience_Medium,Medium Sized Maps,Mapas de tamanho médio,Mapas medianos,Mapas de Tamanho Médio,Mittlere Karten,Cartes de taille moyenne,Mappe di Medie Dimensioni,Středně velké mapy,Średnie mapy,Средние карты,マップサイズ：中,중간 크기의 맵,Orta ölçekli haritalar,中型地图,中型地圖,MiddelGrootte Mappen:,Μεσαίου μεγέθους χάρτης,Mellomstore lokasjoner,Hărți de dimensiuni medii,Medelstora kartor,Середні карти,Карти със среден размер,Keskikokoiset kartat,Közepes méretű helyszín,Middel mellemstore kort
Experience_Large,Large Sized Maps,Mapas de tamanho Grande,Mapas grandes,Mapas de Tamanho Grande,Große Karten,Cartes de grande taille,Mappe di Grandi Dimensioni,Velké mapy,Wielkie mapy,Большие карты,マップサイズ：大,큰 크기의 맵,Büyük boyutlu haritalar,大型地图,大型地圖,Grote Mappen:,Μεγάλου μεγέθους χάρτης,Store og større lokasjoner,Hărți mari de dimensiuni,Stora kartor,Великі карти,Карти с големи размери,Suuret Kartat,Nagy méretű helyszín,Stor størrelse kort
Experience_Intermediate,Intermediate Difficulty,Dificuldade intermediária,Dificultad intermedia,Dificuldade Intermediária,Mittlere Schwierigkeit,Difficulté intermédiaire,Difficoltà Intermedia,Pokročilá obtížnost,Pośrednia trudność,Сложность: Средняя,難易度：セミプロ,중급자 난이도,Orta derecede zorluk,中级难度,中等難度,Middelmatige Moeilijkheid,Ενδιάμεση Δυσκολία,Viderekommen,Dificultate intermediară,Mellanliggande svårigheter,Складність: Середня,Междинна трудност,Keskivaikea vaikeustaso,Haladó nehézség,Mellemproblemer
Experience_Professional,Professional Difficulty,Dificuldade profissional,Dificultad profesional,Dificuldadde Profissional,Professionelle Schwierigkeit,Difficulté professionnelle,Difficoltà Professionista,Profesionální obtížnost,Profesjonalna trudność,Сложность: Профессионал,難易度：プロ,전문가 난이도,Profesyonel zorluk,专家难度,專家難度,Professionele moeilijkheid,Επαγγελματική Δυσκολία,Profesjonell,Dificultate profesională,Professionell svårighet,Складність: Професіонал,Професионална трудност,Ammattilaisen vaikeustaso,Profi nehézség,Professionel vanskelighed
Statistics_Title,Statistics,Estatísticas,Estadísticas,Estatísticas,Statistiken,Statistiques,Statistiche,Statistiky,Statystyki,Статистика,統計,통계,İstatistik,数据统计,數據統計,Statistieken,Στατιστική,Statestikk,Statisici,Statistik,Статистика,Статистика,Tilastotiedot,Statisztikák,Statistikker
Statistics_TotalTimeInLight,Total Time In Light,Tempo Total na Luz,Tiempo total en zonas iluminadas,Tempo Total na Luz,Gesamte Zeit im Licht,Temps total passé dans la lumière,Tempo Totale alla Luce,Celkový čas na světle,Całkowity czas w świetle,Времени проведено при свете: ,明るい場所にいた時間,밝은 곳에서 머무른 시간,Işıkta toplam süre,在光照下总时长,在光照下時長,Tijd in het licht,Συνολικός χρόνος στο φως,Total tid i lyset,Timp petrecut in lumina,Total tid i ljuset,Проведено часу при світлі:,Общо време в светлината,Kokonaisaika valossa,Fényben eltöltött idő,Samlet tid i lys
Statistics_TotalTimeInDark,Total Time In Dark,Tempo Total no Escuro,Tiempo total en zonas oscuras,Tempo Total no Escuro,Gesamtzeit im Dunkeln,Temps total passé dans l'obscurité,Tempo Totale al Buio,Celkový čas ve tmě,Całkowity czas w ciemności,Времени проведено в темноте: ,暗い場所にいた時間,어둠 속에서 머무른 시간,Karanlıkta toplam süre,在黑暗里总时长,在黑暗裡時長,Tijd in het donker,Συνολικός χρόνος στο σκοτάδι,Total tid i mørket,Timp petrecut in intuneric,Total tid i mörkret,Проведено часу у темноті:,Общо време в тъмното,Kokonaisaika pimeässä,Sötétségben eltöltött idő,Samlet tid i mørke
Statistics_TotalTimeInGhostRoom,Total Time In Ghost Room,Tempo Total na Sala do Fantasma,Tiempo total en la habitación del fantasma,Tempo Total no Quarto do Fantasma,Gesamtzeit im Geisterraum,Temps total dans la pièce du fantôme,Tempo Totale All'Interno della Stanza Infestata,Celkový čas v pokoji ducha,Całkowity czas w pokoju ducha,Времени проведено в комнате призрака: ,ゴーストの部屋にいた時間,유령의 방에서 머무른 시간,Hayalet Odasında Toplam Süre,在鬼房间里总时长,在鬼房間裡總時長,Tijd in de geesten kamer,Συνολική ώρα στο δωμάτιο φάντασμα,Total tid i rom med spøkelse,Timp petrecut in camera fantomei,Total tid i spökrummet,Проведено часу у кімнаті привида:,Общо време в стаята на призрак,Kokonaisaika aaveen huoneessa,A kísértet szobájában eltöltött idő,Total tid i Ghost Room
Statistics_TotalTimeInside,Total Time Inside,Tempo Total Dentro,Tiempo total dentro de la estancia,Tempo Total dentro do Local,Gesamtzeit im Inneren,Temps total à l'intérieur,Tempo Totale All'Interno,Celkový čas ve vnitř,Całkowity czas wewnątrz placówki,Времени проведено внутри здания: ,室内にいた時間,건물 내부에서 머무른 시간,İçinde toplam süre,室内总时长,室內總時長,Tijd in het gebouw,Συνολικός χρόνος μέσα,Total tid innendørs,Timp petrecut inauntru,Total tid inuti,Проведено часу всередині будівлі:,Общо време вътре,Kokonaisaika sisällä,Az épületben eltöltött idő,Total tid indenfor
Statistics_TotalTimeInvestigating,Total Time Investigating,Tempo Total Investigando,Tiempo total investigando,Tempo Total da Investigação,Gesamtdauer der Untersuchungen,Temps total d'enquête,Tempo Totale Investigazione,"
Celkový čas vyšetřování",Całkowity czas śledztwa,Всего времени проведено на заданиях: ,合計活動時間,유령을 조사한 시간,Toplam zaman araştırıyor,调查总时长,調查總時長,Missie duratie,Συνολικός χρόνος διερεύνησης,Total tid brukt på undersøkelser,Timp petrecut investigand,Total tid som undersöker,Всього проведено часу на завданнях:,Общо проучване на времето,Kokonaisaika tutkimassa,Nyomozással eltöltött idő,Samlet tid undersøger.
Statistics_AmountOfGhostEvents,Amount Of Ghost Events,Quantidade de eventos fantasmas,Número de eventos paranormales,Quantidade de Eventos do Fantasma,Anzahl der Geisterereignisse,Nombre d'événements,Numero Eventi Paranormali,Počet duchovních eventů,Ilość zdarzeń paranormalnych,Всего паранормальных явлений: ,超常現象の発生回数,목격한 유령 이벤트,Hayalet olaylarının miktarı,鬼魂事件次数,鬼魂事件次數,Aantal geestgebeurtenisen,Ποσότητα συμβάντων φάντασμα,Antall spøkelseshendelser,Numarul evenimentelor fantomatice,Antalet spökhändelser,Всього паранормальних явищ:,Количество призрак събития,Aavetapahtumien lukumäärä,Kísértet jelenések száma,Mængden af ​​spøgelseshændelser
Statistics_AmountOfGhostHunts,Amount Of Ghost Hunts,Quantidade de vezes que o fantasma caçou,Número de ataques del fantasma,Quantidade de Caças do Fantasma,Anzahl der Geisterjagden,Nombre de chasses,Numero di Eventi Aggressivi,Počet útoků ducha,Ilość ataków ducha,Всего фаз охоты: ,ハントの発生回数,마주한 사냥 단계,Hayalet avı miktarı,鬼魂猎杀次数,鬼魂獵殺次數,Aantal jacht fases,Ποσότητα κυνηγών φάντασμα,Antall ganger jaktet på,De cate ori ai fost vanat de fantoma,Mängden spökjakt,Всього фаз полювання:,Размер на лов на призрак,Saalistuskertojen lukumäärä,Vadászatok száma,Mængden af ​​spøgelse jagter
Statistics_AmountOfGhostInteractions,Amount Of Ghost Interactions,Quantidade de interações fantasmas,Número de interacciones paranormales,Quantidade de Interações do Fantasma,Anzahl der Geisterinteraktionen,Nombre d'interactions,Numero di Interazioni col Fantasma,Počet iterakcí ducha,Ilość interakcji ducha,Всего взаимодействий с призраком: ,ゴーストとの干渉回数,목격한 유령 상호작용,Ghost etkileşimlerinin miktarı,鬼魂交互次数,鬼魂交互次數,Aantal geest interacties,Ποσότητα αλληλεπιδράσεων φάντασμα,Antall interaksjoner med spøkelse,Numarul interactiunilor cu fantoma,Antalet spökinteraktioner,Всього взаємодій з привидом:,Размер на призрачните взаимодействия,Aaveen toiminnan lukumäärä,Kísértet interakciók száma,Mængden af ​​spøgelsesinteraktioner
Training_Slide1,"Welcome to the Ghost Hunters Training Guide. This guide will show you how to become a professional Ghost Hunter.

Use the TV Remote to go to the next slide.","Bem-vindo ao guia de treinamento dos Caçadores de Fantasmas. Este guia irá mostrar-lhe como se tornar um caçador de fantasmas profissional.

Utilize o controle remoto para ir ao próximo slide.","Bienvenido a la guía de entrenamiento para cazadores de fantasmas. Esta guía te enseñará a convertirte en un cazador de fantasmas profesional.

Utiliza el mando de la televisión para pasar a la siguiente diapositiva.","Bem-vindo ao Guia de Treino dos Caçadores de Fantasmas. Este guia irá mostrár-lhe como se tornar um Caçador de Fantasmas profissional.

Use o comando da TV para avançar para o próximo slide.","Willkommen bei dem Geister-Jagd Training. Dieser Leitfaden wird euch zeigen, wie Ihr ein professioneller Geister Jäger werdet.
 
 Verwende die TV-Fernbedienung um zur nächsten Folie zu gelangen.","Bienvenue dans le guide de formation des chasseurs de fantômes. Ce guide vous montrera comment devenir un chasseur de fantômes professionnel.

Utilisez la télécommande du téléviseur pour passer à la diapositive suivante.","Benvenuto all'addestramento per Cacciatori di Fantasmi. Questo corso ti mostrerà come diventare un Cacciatore Professionista.

Utilizza il telecomando per passare alla diapositiva successiva.","Vítejte v tréninkové příručce Lovců Duchů. Tato příručka vám ukáže, jak se stát profesionálním lovcem duchů.

Použijte dálkové ovládání televize pro přechod na další snímek.","Witamy w przewodniku szkoleniowym Łowców Duchów. Ta prezentacja pokaże Ci, jak zostać profesjonalnym Łowcą Duchów.

Użyj pilota telewizora, aby przejść do następnego slajdu.","Добро пожаловать! Этот гайд поможет вам стать профессионалом своего дела.

Используйте пульт для переключения на следующий слайд.","ゴーストハンタートレーニングガイドへようこそ。
このガイドではゴーストハンター必見の基本テクニックを紹介します。
次の画面へ進むにはテレビのリモコンを使用してください。","튜토리얼에 오신 걸 환영합니다. 여기에선 당신이 유령 사냥 전문가가 될 수 있도록 도와줄 것입니다.

다음 슬라이드를 보려면 TV 리모컨을 누르세요.","""Hayalet Avcıları Eğitim Kılavuzuna hoş geldiniz. Bu kılavuz size nasıl profesyonel bir avcı olacağınızın adımlarını gösterecektir.

Bir sonraki slayta gitmek için kumandayı kullanın.""","欢迎来到猎鬼训练教程。本教程将教你如何成为一位专业的猎鬼达人。

请用电视遥控器切换到下一张幻灯片。","歡迎來到獵鬼訓練教程。本教程將教你如何成為一位專業的獵鬼達人。
 
 請用電視遙控器切換到下一張幻燈片。","Welkom bij de geesten jagers-trainingsgids. Deze gids laat je zien hoe je een professionele geesten jager wordt.

Gebruik de aftstandsbediening om naar de volgende dia te gaan.","Καλώς ορίσατε στον οδηγό εκπαίδευσης Ghost Hunters. Αυτός ο οδηγός θα σας δείξει πώς να γίνετε επαγγελματίας Ghost Hunter.

Χρησιμοποιήστε το τηλεχειριστήριο της τηλεόρασης για να μεταβείτε στην επόμενη διαφάνεια.","Velkommen til Spøkelses Jeger opplæringen. Denne veiledningen vil vise deg hvordan du blir en profesjonell spøkelsesjeger.

Bruk fjernkontrollen til å gå til neste bilde.","Bine ați venit la ghidul de formare al unui vânător de fantome. Acest ghid vă va arăta cum să deveniți un vânător profesionist de fantome.

Utilizați telecomanda televizorului pentru a merge la următorul diapozitiv.","Välkommen till Spökjägarnas Tränings Guide. Den här guiden visar hur du blir en professionell Spök jägare.

Använd TV-fjärrkontrollen för att gå till nästa bild.","Ласкаво просимо! Цей посібник допоможе вам стати професіоналом своєї справи.

За допомогою пульта перейдіть на наступний слайд.","Добре дошли в Ръководството за обучение на Ловците на духове. Това ръководство ще ви покаже как да станете професионален ловец на духове.

Използвайте дистанционното на телевизора, за да преминете към следващия слайд.","Tervetuloa aaveenetsijöiden koulutukseen. Tämän näytöksen avulla sinustakin voi tulla aaveiden metsästyksen ammattilainen.

Käytä TV-kaukosäädintä mennäksesi seuraavaan kuvaan.","Üdvözöllek a szellemvadászati képzésen! Ez az útmutató megmutatja, hogyan legyél profi a szakmában.

Használd a TV távirányítóját, hogy a következő diára válts.","Velkommen til Ghost Hunters Training Guide. Denne vejledning viser dig, hvordan du bliver en professionel spøgelsesjæger.

Brug fjernbetjeningen til fjernbetjeningen til at gå til næste dias."
